# HOMER Peaks
# Peak finding parameters:
# tag directory = HCT116-treated
#
# total peaks = 8958
# peak size = 217
# peaks found using tags on both strands
# minimum distance between peaks = 434
# fragment length = 206
# genome size = 2000000000
# Total tags = 44527481.0
# Total tags in peaks = 955564.0
# Approximate IP efficiency = 2.15%
# tags per bp = 0.022107
# expected tags per peak = 4.797
# maximum tags considered per bp = 2.0
# effective number of tags used for normalization = 10000000.0
# Peaks have been centered at maximum tag pile-up
# FDR rate threshold = 0.001000000
# FDR effective poisson threshold = 7.719535e-07
# FDR tag threshold = 19.0
# number of putative peaks = 17043
#
# input tag directory = HCT116-input
# Fold over input required = 4.00
# Poisson p-value over input required = 1.00e-04
# Putative peaks filtered by input = 6934
#
# size of region used for local filtering = 10000
# Fold over local region required = 4.00
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 1147
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 4
#
# cmd = findPeaks HCT116-treated -i HCT116-input -style factor -o auto
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	focus ratio	findPeaks Score	Total Tags (normalized to Control Experiment)	Control Tags	Fold Change vs Control	p-value vs Control	Fold Change vs Local	p-value vs Local	Clonal Fold Change
chr17-584	chr17	40617002	40617218	+	5.17	0.667	23.000000	16.0	2.0	7.99	3.87e-09	4.82	1.64e-09	1.10
chr17-586	chr17	42215719	42215935	+	5.17	0.737	23.000000	16.0	3.0	5.33	6.70e-07	4.37	2.05e-08	0.96
chr17-661	chr17	80008638	80008854	+	5.17	0.600	23.000000	16.0	3.0	5.33	6.70e-07	5.08	6.19e-10	0.95
chr18-162	chr18	3826159	3826375	+	5.17	0.839	24.000000	16.0	0.5	31.95	1.42e-17	7.25	6.33e-13	0.91
chr18-163	chr18	8724488	8724704	+	5.17	0.636	24.000000	16.0	2.0	7.99	3.87e-09	4.28	1.41e-08	0.95
chr18-165	chr18	12493371	12493587	+	5.17	0.667	24.000000	16.0	1.0	15.98	3.00e-13	4.91	1.16e-09	0.95
chr18-159	chr18	20297584	20297800	+	5.17	0.756	25.000000	16.0	2.0	7.99	3.87e-09	8.94	9.11e-15	0.95
chr18-180	chr18	36427394	36427610	+	5.17	0.893	23.000000	16.0	2.0	7.99	3.87e-09	8.16	5.80e-14	0.95
chr18-172	chr18	49604036	49604252	+	5.17	0.800	24.000000	16.7	1.0	16.67	1.87e-14	8.50	2.56e-14	0.95
chr19-266	chr19	1971436	1971652	+	5.17	0.730	24.000000	16.0	1.0	15.98	3.00e-13	9.51	2.52e-15	1.05
chr19-303	chr19	4519926	4520142	+	5.17	0.735	22.000000	16.0	2.0	7.99	3.87e-09	8.23	4.94e-14	1.00
chr19-284	chr19	6616025	6616241	+	5.17	0.774	23.000000	16.0	3.0	5.33	6.70e-07	6.48	5.86e-12	0.95
chr19-254	chr19	17592514	17592730	+	5.17	0.735	25.000000	16.7	4.0	4.17	4.89e-06	6.69	3.14e-12	0.95
chr19-274	chr19	37833075	37833291	+	5.17	0.800	24.000000	16.0	0.5	31.95	1.42e-17	10.17	6.36e-16	0.91
chr19-288	chr19	39189725	39189941	+	5.17	0.737	23.000000	16.0	3.0	5.33	6.70e-07	5.49	1.46e-10	1.05
chr19-260	chr19	40837067	40837283	+	5.17	0.683	25.000000	16.7	3.0	5.56	1.24e-07	8.16	5.80e-14	0.91
chr19-279	chr19	46740415	46740631	+	5.17	0.811	24.000000	16.0	2.0	7.99	3.87e-09	6.40	7.47e-12	1.00
chr20-244	chr20	22300954	22301170	+	5.17	0.735	23.000000	16.0	1.0	15.98	3.00e-13	7.80	1.48e-13	0.95
chr20-249	chr20	47659616	47659832	+	5.17	0.767	23.000000	16.0	1.0	15.98	3.00e-13	5.13	5.14e-10	0.95
chr20-221	chr20	50278281	50278497	+	5.17	0.595	25.000000	16.0	1.0	15.98	3.00e-13	4.87	1.38e-09	0.95
chr20-234	chr20	50639016	50639232	+	5.17	0.737	24.000000	16.0	1.0	15.98	3.00e-13	6.53	1.46e-11	1.00
chr20-254	chr20	58616941	58617157	+	5.17	0.897	23.000000	16.0	0.5	31.95	1.42e-17	6.98	4.04e-12	1.00
chr20-236	chr20	58803475	58803691	+	5.17	0.844	24.000000	16.0	1.0	15.98	3.00e-13	12.65	6.41e-18	0.91
chr21-90	chr21	40730295	40730511	+	5.17	0.867	25.000000	16.0	3.0	5.33	6.70e-07	7.41	4.14e-13	1.00
chr22-150	chr22	19086588	19086804	+	5.17	0.774	24.000000	16.0	1.0	15.98	3.00e-13	6.96	1.44e-12	0.95
chr22-153	chr22	25500358	25500574	+	5.17	0.649	24.000000	16.0	1.0	15.98	3.00e-13	7.15	8.36e-13	0.95
chrX-204	chrX	3420455	3420671	+	5.17	0.839	23.000000	16.7	0.5	33.34	4.42e-19	12.34	1.07e-17	1.05
chrX-205	chrX	13579024	13579240	+	5.17	0.703	23.000000	16.0	3.0	5.33	6.70e-07	9.43	3.05e-15	0.95
chrX-192	chrX	33178505	33178721	+	5.17	0.800	25.000000	16.0	0.5	31.95	1.42e-17	14.81	2.17e-19	0.95
chrX-200	chrX	73324681	73324897	+	5.17	0.781	24.000000	16.0	3.0	5.33	6.70e-07	9.69	1.72e-15	0.95
chrX-209	chrX	107578891	107579107	+	5.17	0.824	23.000000	16.0	1.0	15.98	3.00e-13	9.10	6.37e-15	0.95
chrX-185	chrX	107838113	107838329	+	5.17	0.861	27.000000	16.0	2.0	7.99	3.87e-09	8.94	9.11e-15	0.91
chrX-195	chrX	140079839	140080055	+	5.17	0.882	25.000000	16.0	0.5	31.95	1.42e-17	26.59	5.81e-25	1.05
chrX-196	chrX	152010630	152010846	+	5.17	0.906	25.000000	16.0	3.0	5.33	6.70e-07	13.29	2.21e-18	0.95
chrX-203	chrX	152777351	152777567	+	5.17	0.765	24.000000	16.0	1.0	15.98	3.00e-13	12.65	6.41e-18	0.95
chr1_gl000192_random-2	chr1_gl000192_random	178581	178797	+	5.17	0.750	23.000000	16.0	1.0	15.98	3.00e-13	22.06	3.72e-23	1.10
chr1-963	chr1	7796146	7796362	+	4.94	0.788	23.000000	15.3	2.0	7.64	3.87e-09	5.60	2.47e-10	0.91
chr1-1042	chr1	11397634	11397850	+	4.94	0.828	22.000000	15.3	2.0	7.64	3.87e-09	9.76	2.45e-14	0.91
chr1-913	chr1	33190237	33190453	+	4.94	0.634	24.000000	15.3	1.0	15.28	3.00e-13	5.97	7.57e-11	0.96
chr1-1056	chr1	39470282	39470498	+	4.94	0.591	22.000000	15.3	2.0	7.64	3.87e-09	4.45	1.51e-08	0.96
chr1-1059	chr1	41433517	41433733	+	4.94	0.711	22.000000	15.3	2.0	7.64	3.87e-09	4.03	1.59e-07	1.13
chr1-1063	chr1	54304130	54304346	+	4.94	0.579	22.000000	15.3	0.5	30.57	1.42e-17	4.47	1.40e-08	0.96
chr1-991	chr1	88788400	88788616	+	4.94	0.644	23.000000	15.3	3.0	5.09	6.70e-07	4.81	3.77e-09	0.91
chr1-1075	chr1	100598338	100598554	+	4.94	0.649	22.000000	15.3	3.0	5.09	6.70e-07	4.55	1.02e-08	1.06
chr1-867	chr1	142705744	142705960	+	4.94	0.963	25.000000	15.3	0.5	30.57	1.42e-17	35.42	1.34e-26	1.25
chr1-1099	chr1	152114573	152114789	+	4.94	0.800	22.000000	15.3	2.0	7.64	3.87e-09	6.40	2.11e-11	1.00
chr1-1018	chr1	156271532	156271748	+	4.94	0.795	23.000000	16.0	3.0	5.33	6.70e-07	6.61	1.14e-11	0.91
chr1-1021	chr1	172684987	172685203	+	4.94	0.812	23.000000	15.3	3.0	5.09	6.70e-07	4.57	9.41e-09	0.91
chr1-1024	chr1	186204438	186204654	+	4.94	0.575	23.000000	15.3	3.0	5.09	6.70e-07	5.30	6.69e-10	0.96
chr1-1034	chr1	217779740	217779956	+	4.94	0.625	23.000000	15.3	3.0	5.09	6.70e-07	4.31	2.58e-08	1.06
chr1-838	chr1	232855045	232855261	+	4.94	0.838	26.000000	15.3	2.0	7.64	3.87e-09	4.89	2.91e-09	0.96
chr1-1121	chr1	249129859	249130075	+	4.94	0.730	22.000000	15.3	1.0	15.28	3.00e-13	4.57	9.41e-09	1.00
chr1-711	chr1	249228955	249229171	+	4.94	0.967	29.000000	15.3	3.0	5.09	6.70e-07	14.37	2.40e-18	1.25
chr2-821	chr2	7890185	7890401	+	4.94	0.711	23.000000	16.0	0.5	31.95	1.42e-17	6.32	2.69e-11	0.96
chr2-822	chr2	16275721	16275937	+	4.94	0.706	23.000000	15.3	0.5	30.57	1.42e-17	11.53	2.13e-16	0.91
chr2-823	chr2	20835643	20835859	+	4.94	0.758	23.000000	15.3	2.0	7.64	3.87e-09	5.97	7.57e-11	1.00
chr2-787	chr2	55496312	55496528	+	4.94	0.725	24.000000	16.7	3.0	5.56	1.24e-07	4.93	2.44e-09	1.06
chr2-829	chr2	59360486	59360702	+	4.94	0.806	23.000000	15.3	1.0	15.28	3.00e-13	7.87	4.09e-13	0.96
chr2-1056	chr2	63329966	63330182	+	4.94	0.718	20.000000	15.3	3.0	5.09	6.70e-07	4.41	1.76e-08	1.06
chr2-890	chr2	65793881	65794097	+	4.94	0.765	22.000000	15.3	3.0	5.09	6.70e-07	6.79	6.85e-12	1.00
chr2-892	chr2	70043995	70044211	+	4.94	0.686	22.000000	15.3	2.0	7.64	3.87e-09	4.79	4.11e-09	1.06
chr2-792	chr2	73461215	73461431	+	4.94	0.634	24.000000	15.3	3.0	5.09	6.70e-07	4.86	3.18e-09	0.96
chr2-837	chr2	89033353	89033569	+	4.94	0.818	23.000000	15.3	1.0	15.28	3.00e-13	6.44	1.87e-11	0.96
chr2-757	chr2	98221598	98221814	+	4.94	0.848	25.000000	15.3	1.0	15.28	3.00e-13	18.71	1.02e-20	0.91
chr2-910	chr2	109865203	109865419	+	4.94	0.714	22.000000	15.3	1.0	15.28	3.00e-13	6.53	1.46e-11	0.91
chr2-850	chr2	133904295	133904511	+	4.94	0.758	23.000000	15.3	3.0	5.09	6.70e-07	5.99	1.91e-10	0.96
chr2-851	chr2	140187876	140188092	+	4.94	0.879	23.000000	15.3	1.0	15.28	3.00e-13	5.03	1.71e-09	1.00
chr2-767	chr2	160696288	160696504	+	4.94	0.738	25.000000	15.3	2.0	7.64	3.87e-09	4.68	6.26e-09	0.91
chr2-803	chr2	166655630	166655846	+	4.94	0.771	24.000000	15.3	3.0	5.09	6.70e-07	4.61	8.00e-09	0.96
chr2-866	chr2	213169072	213169288	+	4.94	0.750	23.000000	16.0	1.0	15.98	3.00e-13	4.41	1.76e-08	0.96
chr2-868	chr2	219757437	219757653	+	4.94	0.719	23.000000	15.3	3.0	5.09	6.70e-07	4.84	3.46e-09	0.96
chr2-814	chr2	220134211	220134427	+	4.94	0.737	24.000000	15.3	3.0	5.09	6.70e-07	5.67	2.00e-10	1.06
chr2-870	chr2	224557156	224557372	+	4.94	0.590	23.000000	15.3	3.0	5.09	6.70e-07	4.57	9.41e-09	1.06
chr2-874	chr2	232826400	232826616	+	4.94	0.684	23.000000	16.0	3.0	5.33	6.70e-07	4.59	8.68e-09	1.00
chr2-945	chr2	242692683	242692899	+	4.94	0.730	22.000000	15.3	3.0	5.09	6.70e-07	7.69	6.44e-13	0.91
chr3-560	chr3	9340851	9341067	+	4.94	0.639	23.000000	15.3	1.0	15.28	3.00e-13	5.11	1.30e-09	0.96
chr3-599	chr3	11063547	11063763	+	4.94	0.735	22.000000	15.3	2.0	7.64	3.87e-09	7.51	1.00e-12	0.96
chr3-602	chr3	12883092	12883308	+	4.94	0.643	22.000000	15.3	1.0	15.28	3.00e-13	4.86	3.18e-09	0.96
chr3-562	chr3	21705479	21705695	+	4.94	0.893	23.000000	15.3	1.0	15.28	3.00e-13	8.78	4.90e-14	0.91
chr3-564	chr3	32085451	32085667	+	4.94	0.765	23.000000	15.3	3.0	5.09	6.70e-07	6.84	6.01e-12	0.91
chr3-614	chr3	42449270	42449486	+	4.94	0.758	22.000000	15.3	3.0	5.09	6.70e-07	6.44	1.87e-11	1.00
chr3-577	chr3	112449921	112450137	+	4.94	0.750	23.000000	15.3	3.0	5.09	6.70e-07	6.94	4.62e-12	0.91
chr3-581	chr3	128945338	128945554	+	4.94	0.806	23.000000	15.3	2.0	7.64	3.87e-09	4.66	6.79e-09	1.00
chr3-633	chr3	132356419	132356635	+	4.94	0.684	22.000000	15.3	3.0	5.09	6.70e-07	5.03	1.71e-09	0.96
chr3-585	chr3	158361981	158362197	+	4.94	0.641	23.000000	15.3	0.5	30.57	1.42e-17	5.36	5.51e-10	1.06
chr3-551	chr3	167645670	167645886	+	4.94	0.756	24.000000	16.0	1.0	15.98	3.00e-13	4.28	2.99e-08	1.00
chr3-640	chr3	167650764	167650980	+	4.94	0.811	22.000000	15.3	2.0	7.64	3.87e-09	4.28	2.99e-08	0.91
chr3-532	chr3	197302314	197302530	+	4.94	0.718	25.000000	15.3	2.0	7.64	3.87e-09	5.48	3.71e-10	0.91
chr4-572	chr4	2828455	2828671	+	4.94	0.767	22.000000	15.3	2.0	7.64	3.87e-09	11.27	3.39e-16	0.91
chr4-540	chr4	13228211	13228427	+	4.94	0.694	23.000000	15.3	1.0	15.28	3.00e-13	6.79	6.85e-12	0.96
chr4-546	chr4	36553523	36553739	+	4.94	0.743	23.000000	16.0	1.0	15.98	3.00e-13	4.98	2.04e-09	0.96
chr4-581	chr4	39441964	39442180	+	4.94	0.706	22.000000	15.3	1.0	15.28	3.00e-13	5.48	3.71e-10	0.96
chr4-503	chr4	104333899	104334115	+	4.94	0.744	25.000000	15.3	2.0	7.64	3.87e-09	4.91	2.67e-09	1.00
chr4-534	chr4	150833152	150833368	+	4.94	0.700	24.000000	15.3	2.0	7.64	3.87e-09	4.81	3.77e-09	1.00
chr4-512	chr4	169732472	169732688	+	4.94	0.725	25.000000	15.3	1.0	15.28	3.00e-13	5.25	8.11e-10	0.96
chr4-568	chr4	179149144	179149360	+	4.94	0.722	23.000000	15.3	2.0	7.64	3.87e-09	5.87	1.05e-10	1.06
chr5-498	chr5	16445019	16445235	+	4.94	0.706	22.000000	15.3	0.5	30.57	1.42e-17	6.75	7.79e-12	0.96
chr5-499	chr5	16819265	16819481	+	4.94	0.686	22.000000	15.3	2.0	7.64	3.87e-09	6.01	6.77e-11	1.00
chr5-500	chr5	32471041	32471257	+	4.94	0.700	22.000000	15.3	2.0	7.64	3.87e-09	6.20	3.82e-11	0.91
chr5-506	chr5	60704481	60704697	+	4.94	0.650	22.000000	15.3	3.0	5.09	6.70e-07	4.75	4.87e-09	0.91
chr5-437	chr5	79879916	79880132	+	4.94	0.644	25.000000	15.3	3.0	5.09	6.70e-07	6.16	4.29e-11	0.96
chr5-482	chr5	101290999	101291215	+	4.94	0.833	23.000000	15.3	1.0	15.28	3.00e-13	5.60	2.47e-10	0.91
chr5-455	chr5	111318707	111318923	+	4.94	0.667	24.000000	15.3	3.0	5.09	6.70e-07	7.63	7.47e-13	1.06
chr5-523	chr5	118670736	118670952	+	4.94	0.722	22.000000	15.3	2.0	7.64	3.87e-09	4.69	1.32e-08	0.96
chr5-532	chr5	138542475	138542691	+	4.94	0.824	22.000000	15.3	3.0	5.09	6.70e-07	5.87	1.05e-10	1.00
chr5-536	chr5	142522663	142522879	+	4.94	0.632	22.000000	15.3	3.0	5.09	6.70e-07	4.55	1.02e-08	0.96
chr5-488	chr5	143465940	143466156	+	4.94	0.711	23.000000	15.3	2.0	7.64	3.87e-09	7.35	1.54e-12	1.00
chr5-537	chr5	148985573	148985789	+	4.94	0.771	22.000000	15.3	3.0	5.09	6.70e-07	4.79	4.11e-09	0.96
chr6-535	chr6	6658191	6658407	+	4.94	0.722	23.000000	15.3	2.0	7.64	3.87e-09	7.63	7.47e-13	0.91
chr6-475	chr6	10912143	10912359	+	4.94	0.769	25.000000	15.3	1.0	15.28	3.00e-13	6.16	4.29e-11	0.91
chr6-536	chr6	11438464	11438680	+	4.94	0.771	23.000000	16.0	3.0	5.33	6.70e-07	6.12	4.82e-11	0.96
chr6-476	chr6	17179809	17180025	+	4.94	0.674	25.000000	16.0	3.0	5.33	6.70e-07	6.28	3.02e-11	0.96
chr6-537	chr6	18341297	18341513	+	4.94	0.619	23.000000	15.3	2.0	7.64	3.87e-09	5.45	4.10e-10	0.91
chr6-539	chr6	21547739	21547955	+	4.94	0.750	23.000000	15.3	2.0	7.64	3.87e-09	7.35	1.54e-12	1.06
chr6-547	chr6	41747684	41747900	+	4.94	0.767	23.000000	15.3	2.0	7.64	3.87e-09	4.79	4.11e-09	0.96
chr6-549	chr6	56911129	56911345	+	4.94	0.727	23.000000	15.3	3.0	5.09	6.70e-07	5.33	6.07e-10	1.06
chr6-552	chr6	75024162	75024378	+	4.94	0.737	23.000000	15.3	0.5	30.57	1.42e-17	4.72	5.30e-09	1.06
chr6-593	chr6	88907336	88907552	+	4.94	0.812	22.000000	15.3	2.0	7.64	3.87e-09	6.75	7.79e-12	0.91
chr6-602	chr6	141254563	141254779	+	4.94	0.828	22.000000	15.3	3.0	5.09	6.70e-07	5.11	1.30e-09	0.96
chr6-564	chr6	158826523	158826739	+	4.94	0.605	23.000000	15.3	2.0	7.64	3.87e-09	4.86	3.18e-09	1.18
chr7-485	chr7	1978160	1978376	+	4.94	0.714	23.000000	15.3	2.0	7.64	3.87e-09	8.86	4.11e-14	0.96
chr7-528	chr7	28688109	28688325	+	4.94	0.818	22.000000	15.3	2.0	7.64	3.87e-09	5.03	1.71e-09	0.96
chr7-490	chr7	29028536	29028752	+	4.94	0.707	23.000000	15.3	3.0	5.09	6.70e-07	5.80	1.31e-10	1.00
chr7-494	chr7	54237037	54237253	+	4.94	0.818	23.000000	15.3	2.0	7.64	3.87e-09	7.69	6.44e-13	0.91
chr7-535	chr7	80310703	80310919	+	4.94	0.727	22.000000	15.3	0.5	30.57	1.42e-17	4.45	1.51e-08	0.96
chr7-536	chr7	82892918	82893134	+	4.94	0.625	22.000000	15.3	3.0	5.09	6.70e-07	4.45	1.51e-08	0.96
chr7-537	chr7	87849368	87849584	+	4.94	0.743	22.000000	15.3	3.0	5.09	6.70e-07	4.28	2.99e-08	1.00
chr7-501	chr7	96339941	96340157	+	4.94	0.703	23.000000	15.3	3.0	5.09	6.70e-07	4.34	4.69e-08	0.96
chr7-473	chr7	106382537	106382753	+	4.94	0.667	24.000000	15.3	1.0	15.28	3.00e-13	4.47	1.40e-08	1.06
chr7-503	chr7	111889050	111889266	+	4.94	0.711	23.000000	15.3	1.0	15.28	3.00e-13	5.03	1.71e-09	0.96
chr7-548	chr7	118837347	118837563	+	4.94	0.784	22.000000	15.3	2.0	7.64	3.87e-09	5.57	2.73e-10	0.96
chr7-551	chr7	135020486	135020702	+	4.94	0.694	22.000000	15.3	3.0	5.09	6.70e-07	8.94	3.45e-14	1.00
chr7-561	chr7	156629369	156629585	+	4.94	0.743	22.000000	15.3	1.0	15.28	3.00e-13	4.55	1.02e-08	0.96
chr8-709	chr8	15605460	15605676	+	4.94	0.667	22.000000	15.3	2.0	7.64	3.87e-09	6.84	6.01e-12	0.91
chr8-531	chr8	22462007	22462223	+	4.94	0.732	25.000000	15.3	3.0	5.09	6.70e-07	4.37	2.05e-08	0.91
chr8-579	chr8	29717050	29717266	+	4.94	0.771	24.000000	15.3	3.0	5.09	6.70e-07	4.55	1.02e-08	0.91
chr8-634	chr8	33330662	33330878	+	4.94	0.628	23.000000	16.0	2.0	7.99	3.87e-09	4.15	4.96e-08	0.91
chr8-636	chr8	48547641	48547857	+	4.94	0.781	23.000000	15.3	1.0	15.28	3.00e-13	5.67	2.00e-10	1.00
chr8-720	chr8	54179589	54179805	+	4.94	0.719	22.000000	15.3	2.0	7.64	3.87e-09	6.44	1.87e-11	1.06
chr8-721	chr8	56677081	56677297	+	4.94	0.839	22.000000	15.3	2.0	7.64	3.87e-09	5.11	1.30e-09	0.96
chr8-559	chr8	125691754	125691970	+	4.94	0.775	25.000000	15.3	3.0	5.09	6.70e-07	4.89	2.91e-09	0.96
chr8-813	chr8	145648669	145648885	+	4.94	0.614	22.000000	15.3	3.0	5.09	6.70e-07	4.22	3.72e-08	0.96
chr9-404	chr9	87652419	87652635	+	4.94	0.765	22.000000	15.3	1.0	15.28	3.00e-13	7.87	4.09e-13	0.96
chr9-406	chr9	95571239	95571455	+	4.94	0.568	22.000000	15.3	3.0	5.09	6.70e-07	4.81	3.77e-09	1.00
chr9-359	chr9	100126964	100127180	+	4.94	0.756	25.000000	15.3	1.0	15.28	3.00e-13	6.66	1.01e-11	1.06
chr9-413	chr9	130070707	130070923	+	4.94	0.600	22.000000	15.3	2.0	7.64	3.87e-09	4.79	4.11e-09	0.91
chr9-396	chr9	137592713	137592929	+	4.94	0.758	23.000000	15.3	0.5	30.57	1.42e-17	8.33	1.35e-13	0.96
chr9-377	chr9	141083791	141084007	+	4.94	0.897	24.000000	15.3	0.5	30.57	1.42e-17	20.24	1.97e-21	0.91
chr10-661	chr10	424640	424856	+	4.94	0.676	22.000000	15.3	3.0	5.09	6.70e-07	6.32	2.69e-11	0.91
chr10-621	chr10	24614580	24614796	+	4.94	0.722	23.000000	15.3	2.0	7.64	3.87e-09	6.61	1.14e-11	0.91
chr10-664	chr10	24753487	24753703	+	4.94	0.600	22.000000	15.3	3.0	5.09	6.70e-07	4.15	4.96e-08	1.06
chr10-668	chr10	35737532	35737748	+	4.94	0.694	22.000000	15.3	2.0	7.64	3.87e-09	4.31	2.58e-08	0.96
chr10-673	chr10	47627468	47627684	+	4.94	0.828	22.000000	15.3	2.0	7.64	3.87e-09	6.66	1.01e-11	0.91
chr10-629	chr10	69984673	69984889	+	4.94	0.649	23.000000	15.3	3.0	5.09	6.70e-07	5.14	1.18e-09	0.96
chr10-483	chr10	73922884	73923100	+	4.94	0.700	27.000000	15.3	2.0	7.64	3.87e-09	5.09	1.42e-09	1.00
chr10-764	chr10	78087902	78088118	+	4.94	0.833	21.000000	15.3	3.0	5.09	6.70e-07	6.89	5.28e-12	1.06
chr10-681	chr10	91292347	91292563	+	4.94	0.743	22.000000	15.3	3.0	5.09	6.70e-07	5.73	1.62e-10	0.91
chr10-682	chr10	93518465	93518681	+	4.94	0.786	22.000000	15.3	3.0	5.09	6.70e-07	6.16	4.29e-11	0.96
chr10-643	chr10	104414645	104414861	+	4.94	0.684	23.000000	15.3	3.0	5.09	6.70e-07	4.61	8.00e-09	0.96
chr11-475	chr11	2588949	2589165	+	4.94	0.719	22.000000	15.3	3.0	5.09	6.70e-07	8.41	1.14e-13	1.06
chr11-487	chr11	33677912	33678128	+	4.94	0.676	22.000000	15.3	3.0	5.09	6.70e-07	6.12	4.82e-11	0.91
chr11-384	chr11	64950685	64950901	+	4.94	0.622	27.000000	15.3	3.0	5.09	6.70e-07	4.15	4.96e-08	0.96
chr11-501	chr11	67273604	67273820	+	4.94	0.694	22.000000	15.3	3.0	5.09	6.70e-07	4.53	1.10e-08	1.06
chr11-537	chr11	69235342	69235558	+	4.94	0.667	21.000000	15.3	0.5	30.57	1.42e-17	4.93	2.44e-09	1.11
chr11-502	chr11	73096818	73097034	+	4.94	0.758	22.000000	15.3	1.0	15.28	3.00e-13	6.48	1.66e-11	0.91
chr11-503	chr11	74216048	74216264	+	4.94	0.742	22.000000	15.3	2.0	7.64	3.87e-09	6.20	3.82e-11	1.00
chr11-506	chr11	76958674	76958890	+	4.94	0.647	22.000000	15.3	3.0	5.09	6.70e-07	5.17	1.08e-09	0.96
chr11-464	chr11	83496657	83496873	+	4.94	0.781	23.000000	15.3	2.0	7.64	3.87e-09	6.98	4.04e-12	0.96
chr11-465	chr11	92576694	92576910	+	4.94	0.806	23.000000	15.3	1.0	15.28	3.00e-13	8.13	2.19e-13	1.00
chr11-466	chr11	94609802	94610018	+	4.94	0.828	23.000000	15.3	3.0	5.09	6.70e-07	5.28	7.37e-10	0.96
chr11-449	chr11	100594435	100594651	+	4.94	0.778	24.000000	15.3	1.0	15.28	3.00e-13	4.47	1.40e-08	0.96
chr11-511	chr11	110558492	110558708	+	4.94	0.882	22.000000	15.3	3.0	5.09	6.70e-07	5.83	1.18e-10	0.96
chr11-450	chr11	111590314	111590530	+	4.94	0.757	24.000000	16.0	1.0	15.98	3.00e-13	6.70	8.86e-12	1.06
chr11-512	chr11	117945618	117945834	+	4.94	0.743	22.000000	15.3	3.0	5.09	6.70e-07	6.24	3.40e-11	0.96
chr11-471	chr11	121365545	121365761	+	4.94	0.730	23.000000	15.3	3.0	5.09	6.70e-07	5.87	1.05e-10	0.96
chr11-517	chr11	129906999	129907215	+	4.94	0.719	22.000000	15.3	1.0	15.28	3.00e-13	6.89	5.28e-12	0.96
chr12-515	chr12	41225816	41226032	+	4.94	0.674	24.000000	15.3	2.0	7.64	3.87e-09	4.38	4.03e-08	0.91
chr12-587	chr12	50404469	50404685	+	4.94	0.658	22.000000	15.3	1.0	15.28	3.00e-13	5.01	1.87e-09	0.91
chr12-555	chr12	52270720	52270936	+	4.94	0.788	23.000000	15.3	1.0	15.28	3.00e-13	6.44	1.87e-11	0.91
chr12-609	chr12	76390908	76391124	+	4.94	0.676	22.000000	15.3	2.0	7.64	3.87e-09	6.66	1.01e-11	0.91
chr12-562	chr12	78319424	78319640	+	4.94	0.625	23.000000	15.3	3.0	5.09	6.70e-07	4.20	4.00e-08	1.00
chr12-530	chr12	82752220	82752436	+	4.94	0.698	24.000000	15.3	3.0	5.09	6.70e-07	4.12	5.72e-08	0.91
chr12-567	chr12	102960179	102960395	+	4.94	0.700	23.000000	16.0	0.5	31.95	1.42e-17	5.57	2.73e-10	1.00
chr12-622	chr12	105202987	105203203	+	4.94	0.657	22.000000	15.3	1.0	15.28	3.00e-13	6.28	3.02e-11	1.00
chr12-682	chr12	113536228	113536444	+	4.94	0.735	21.000000	15.3	3.0	5.09	6.70e-07	6.89	5.28e-12	1.06
chr12-541	chr12	113597895	113598111	+	4.94	0.578	24.000000	15.3	3.0	5.09	6.70e-07	5.94	8.46e-11	0.91
chr12-544	chr12	125062575	125062791	+	4.94	0.596	24.000000	15.3	1.0	15.28	3.00e-13	4.93	2.44e-09	0.91
chr13-219	chr13	25196349	25196565	+	4.94	0.800	22.000000	15.3	3.0	5.09	6.70e-07	5.92	2.39e-10	0.91
chr13-208	chr13	31976330	31976546	+	4.94	0.611	23.000000	15.3	1.0	15.28	3.00e-13	6.53	1.46e-11	0.91
chr13-211	chr13	48134852	48135068	+	4.94	0.758	23.000000	16.0	0.5	31.95	1.42e-17	9.02	2.89e-14	1.06
chr13-225	chr13	67098973	67099189	+	4.94	0.649	22.000000	15.3	1.0	15.28	3.00e-13	5.83	1.18e-10	0.96
chr13-229	chr13	86439313	86439529	+	4.94	0.692	22.000000	15.3	3.0	5.09	6.70e-07	7.29	1.78e-12	0.96
chr13-217	chr13	110999961	111000177	+	4.94	0.667	23.000000	15.3	1.0	15.28	3.00e-13	5.01	1.87e-09	0.91
chr14-276	chr14	26927126	26927342	+	4.94	0.806	22.000000	15.3	2.0	7.64	3.87e-09	9.37	5.27e-14	0.96
chr14-278	chr14	35451130	35451346	+	4.94	0.590	22.000000	15.3	3.0	5.09	6.70e-07	4.28	2.99e-08	0.91
chr14-284	chr14	65514394	65514610	+	4.94	0.742	22.000000	15.3	1.0	15.28	3.00e-13	5.45	4.10e-10	0.91
chr14-286	chr14	70105427	70105643	+	4.94	0.765	22.000000	15.3	2.0	7.64	3.87e-09	4.71	1.22e-08	0.96
chr14-264	chr14	71145079	71145295	+	4.94	0.800	23.000000	15.3	2.0	7.64	3.87e-09	6.40	2.11e-11	1.00
chr14-249	chr14	72142768	72142984	+	4.94	0.833	24.000000	15.3	1.0	15.28	3.00e-13	9.82	5.34e-15	0.96
