# HOMER Peaks
# Peak finding parameters:
# tag directory = /home/jkissinger/lab5/tagdirs/Sox2
#
# total peaks = 2236
# peak size = 75
# peaks found using tags on both strands
# minimum distance between peaks = 150
# fragment length = 74
# genome size = 2000000000
# Total tags = 1717745.0
# Total tags in peaks = 47099.0
# Approximate IP efficiency = 2.74%
# tags per bp = 0.000826
# expected tags per peak = 0.062
# maximum tags considered per bp = 1.0
# effective number of tags used for normalization = 10000000.0
# Peaks have been centered at maximum tag pile-up
# FDR rate threshold = 0.001000000
# FDR effective poisson threshold = 5.834966e-07
# FDR tag threshold = 4.0
# number of putative peaks = 101193
#
# input tag directory = /home/jkissinger/lab5/tagdirs/input
# Fold over input required = 4.00
# Poisson p-value over input required = 1.00e-04
# Putative peaks filtered by input = 93712
#
# size of region used for local filtering = 10000
# Fold over local region required = 4.00
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 5245
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 0
#
# cmd = findPeaks /home/jkissinger/lab5/tagdirs/Sox2 -i /home/jkissinger/lab5/tagdirs/input -style factor -o auto
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	focus ratio	findPeaks Score	Total Tags	Control Tags (normalized to IP Experiment)	Fold Change vs Control	p-value vs Control	Fold Change vs Local	p-value vs Local	Clonal Fold Change
17-7098	17	35126967	35127041	+	58.2	0.667	8.000000	10.0	2.0	5.01	4.57e-05	4.64	8.50e-05	1.07
17-4848	17	35199134	35199208	+	58.2	0.706	9.000000	10.0	1.0	10.02	9.95e-08	5.54	1.99e-05	0.95
17-2637	17	35220079	35220153	+	58.2	0.611	11.000000	10.0	1.0	10.02	9.95e-08	6.39	5.88e-06	0.85
17-4856	17	35438535	35438609	+	58.2	0.625	9.000000	10.0	2.0	5.01	4.57e-05	6.13	8.47e-06	1.07
17-3527	17	36507202	36507276	+	58.2	0.619	10.000000	10.0	2.0	5.01	4.57e-05	6.93	2.93e-06	0.95
17-7202	17	36702305	36702379	+	58.2	0.688	8.000000	10.0	1.0	10.02	9.95e-08	6.79	3.51e-06	1.07
17-3553	17	37996702	37996776	+	58.2	0.688	10.000000	10.0	2.0	5.01	4.57e-05	4.79	6.55e-05	0.85
17-2680	17	38008138	38008212	+	58.2	0.650	11.000000	11.0	0.5	22.05	7.26e-12	5.03	4.41e-05	0.85
17-3556	17	39107395	39107469	+	58.2	0.929	10.000000	10.0	0.5	20.04	1.60e-10	11.82	2.23e-08	0.95
17-3557	17	39129334	39129408	+	58.2	0.909	10.000000	10.0	0.5	20.04	1.60e-10	19.46	2.12e-10	0.85
17-2682	17	40286597	40286671	+	58.2	0.706	11.000000	10.0	1.0	10.02	9.95e-08	9.19	2.40e-07	0.85
17-2684	17	40430625	40430699	+	58.2	0.737	11.000000	10.0	1.0	10.02	9.95e-08	7.27	1.92e-06	0.85
17-3563	17	41015547	41015621	+	58.2	0.667	10.000000	10.0	1.0	10.02	9.95e-08	10.59	6.06e-08	0.85
17-3564	17	41180596	41180670	+	58.2	0.846	10.000000	10.0	0.5	20.04	1.60e-10	7.04	2.56e-06	0.95
17-2689	17	41199637	41199711	+	58.2	0.800	11.000000	10.0	1.0	10.02	9.95e-08	5.91	1.15e-05	0.85
17-2690	17	41200776	41200850	+	58.2	0.688	11.000000	11.0	1.0	11.02	9.03e-09	6.13	8.47e-06	0.85
17-2691	17	41505200	41505274	+	58.2	0.688	11.000000	10.0	2.0	5.01	4.57e-05	12.03	1.89e-08	0.85
17-3566	17	42280904	42280978	+	58.2	0.769	10.000000	10.0	1.0	10.02	9.95e-08	7.83	1.00e-06	0.85
17-3570	17	42671195	42671269	+	58.2	0.706	10.000000	10.0	1.0	10.02	9.95e-08	5.84	3.42e-05	0.85
17-4972	17	43092706	43092780	+	58.2	0.714	9.000000	10.0	1.0	10.02	9.95e-08	5.38	2.54e-05	0.95
17-3578	17	43131578	43131652	+	58.2	0.526	10.000000	10.0	2.0	5.01	4.57e-05	5.80	1.34e-05	0.85
17-3579	17	43136176	43136250	+	58.2	0.667	10.000000	10.0	1.0	10.02	9.95e-08	6.49	5.19e-06	0.85
17-2699	17	43230082	43230156	+	58.2	0.826	11.000000	10.0	0.5	20.04	1.60e-10	6.07	9.16e-06	0.85
17-3589	17	44159900	44159974	+	58.2	0.684	10.000000	10.0	2.0	5.01	4.57e-05	6.55	4.77e-06	0.95
17-4985	17	44269689	44269763	+	58.2	0.500	9.000000	10.0	1.0	10.02	9.95e-08	6.24	7.22e-06	0.95
17-3602	17	45523245	45523319	+	58.2	0.611	10.000000	10.0	1.0	10.02	9.95e-08	4.94	5.15e-05	0.85
17-3616	17	45886583	45886657	+	58.2	0.542	10.000000	10.0	2.0	5.01	4.57e-05	5.61	1.79e-05	0.95
17-5042	17	45904189	45904263	+	58.2	0.579	9.000000	10.0	2.0	5.01	4.57e-05	5.83	1.29e-05	0.95
17-2731	17	46111678	46111752	+	58.2	0.857	11.000000	10.0	2.0	5.01	4.57e-05	4.68	8.03e-05	0.85
17-2761	17	47222817	47222891	+	58.2	0.857	11.000000	10.0	1.0	10.02	9.95e-08	5.49	2.14e-05	0.85
17-2763	17	47395516	47395590	+	58.2	0.632	11.000000	10.0	1.0	10.02	9.95e-08	5.03	4.41e-05	0.85
17-3670	17	47430670	47430744	+	58.2	0.867	10.000000	10.0	1.0	10.02	9.95e-08	5.21	3.31e-05	0.95
17-3689	17	47945364	47945438	+	58.2	0.846	10.000000	10.0	2.0	5.01	4.57e-05	6.36	6.13e-06	0.85
17-3696	17	48275864	48275938	+	58.2	0.625	10.000000	10.0	1.0	10.02	9.95e-08	5.66	1.67e-05	0.85
17-3697	17	48390827	48390901	+	58.2	0.600	10.000000	10.0	1.0	10.02	9.95e-08	6.79	3.51e-06	0.95
17-3702	17	48647540	48647614	+	58.2	0.556	10.000000	10.0	1.0	10.02	9.95e-08	5.38	2.54e-05	0.85
17-3704	17	48723913	48723987	+	58.2	0.714	10.000000	10.0	2.0	5.01	4.57e-05	7.40	5.42e-06	0.85
17-3710	17	50189455	50189529	+	58.2	0.722	10.000000	10.0	2.0	5.01	4.57e-05	6.82	3.36e-06	0.85
17-3716	17	51294545	51294619	+	58.2	0.760	10.000000	10.0	2.0	5.01	4.57e-05	7.83	1.00e-06	0.85
17-3718	17	51554004	51554078	+	58.2	0.625	10.000000	10.0	1.0	10.02	9.95e-08	6.55	4.77e-06	0.85
17-5214	17	51708850	51708924	+	58.2	0.722	9.000000	10.0	0.5	20.04	1.60e-10	6.68	4.01e-06	1.07
17-3720	17	51778092	51778166	+	58.2	0.667	10.000000	10.0	1.0	10.02	9.95e-08	6.21	7.52e-06	0.85
17-5219	17	52458812	52458886	+	58.2	0.714	9.000000	10.0	2.0	5.01	4.57e-05	7.15	2.22e-06	0.95
17-3724	17	53510642	53510716	+	58.2	0.778	10.000000	10.0	1.0	10.02	9.95e-08	4.76	6.95e-05	0.85
17-3738	17	54302700	54302774	+	58.2	0.647	10.000000	10.0	1.0	10.02	9.95e-08	6.33	6.39e-06	0.85
17-2815	17	55909862	55909936	+	58.2	0.733	11.000000	11.0	2.0	5.51	8.15e-06	6.42	5.64e-06	0.85
17-3758	17	56123851	56123925	+	58.2	0.556	10.000000	10.0	2.0	5.01	4.57e-05	5.23	3.21e-05	0.85
17-2829	17	56840689	56840763	+	58.2	0.619	11.000000	10.0	2.0	5.01	4.57e-05	5.21	3.31e-05	0.85
17-2836	17	57258896	57258970	+	58.2	0.706	11.000000	10.0	0.5	20.04	1.60e-10	5.34	2.72e-05	0.85
17-3806	17	58882650	58882724	+	58.2	0.812	10.000000	10.0	1.0	10.02	9.95e-08	9.25	2.25e-07	0.85
17-5353	17	60427560	60427634	+	58.2	0.833	9.000000	10.0	2.0	5.01	4.57e-05	10.85	4.86e-08	0.95
17-7854	17	62218960	62219034	+	58.2	0.688	8.000000	10.0	2.0	5.01	4.57e-05	8.17	6.88e-07	1.07
17-3811	17	62335955	62336029	+	58.2	0.875	10.000000	10.0	0.5	20.04	1.60e-10	8.07	7.68e-07	0.95
17-5358	17	62603795	62603869	+	58.2	0.733	9.000000	10.0	1.0	10.02	9.95e-08	5.09	9.62e-05	0.95
17-2174	17	64012976	64013050	+	58.2	0.864	12.000000	10.0	1.0	10.02	9.95e-08	6.55	4.77e-06	0.85
17-3824	17	64493076	64493150	+	58.2	0.733	10.000000	10.0	2.0	5.01	4.57e-05	8.76	3.67e-07	0.85
17-3825	17	64559344	64559418	+	58.2	0.765	10.000000	10.0	2.0	5.01	4.57e-05	5.40	2.45e-05	0.85
17-2845	17	64575389	64575463	+	58.2	0.526	11.000000	10.0	1.0	10.02	9.95e-08	6.68	4.01e-06	0.85
17-3827	17	65168064	65168138	+	58.2	0.833	10.000000	10.0	0.5	20.04	1.60e-10	7.92	9.02e-07	0.85
17-3829	17	65562999	65563073	+	58.2	0.619	10.000000	10.0	2.0	5.01	4.57e-05	4.88	5.64e-05	0.85
17-3870	17	67243353	67243427	+	58.2	0.667	10.000000	10.0	1.0	10.02	9.95e-08	6.68	4.01e-06	0.85
17-5471	17	69439502	69439576	+	58.2	0.667	9.000000	10.0	2.0	5.01	4.57e-05	4.69	7.80e-05	0.95
17-5474	17	70086924	70086998	+	58.2	0.647	9.000000	10.0	1.0	10.02	9.95e-08	6.86	3.21e-06	0.95
17-2903	17	71011111	71011185	+	58.2	0.542	11.000000	10.0	2.0	5.01	4.57e-05	5.07	4.15e-05	0.85
17-2905	17	71311061	71311135	+	58.2	0.667	11.000000	10.0	2.0	5.01	4.57e-05	4.73	7.36e-05	0.85
17-5526	17	71650065	71650139	+	58.2	0.800	9.000000	10.0	0.5	20.04	1.60e-10	4.79	6.55e-05	0.95
17-8132	17	71954137	71954211	+	58.2	0.800	8.000000	10.0	0.5	20.04	1.60e-10	8.71	3.90e-07	1.07
17-2915	17	72027551	72027625	+	58.2	0.571	11.000000	10.0	2.0	5.01	4.57e-05	7.92	9.02e-07	0.85
17-8135	17	72276970	72277044	+	58.2	0.714	8.000000	10.0	2.0	5.01	4.57e-05	8.94	3.07e-07	1.07
17-5533	17	72797789	72797863	+	58.2	0.625	9.000000	10.0	1.0	10.02	9.95e-08	7.78	1.06e-06	0.95
17-2917	17	72854373	72854447	+	58.2	0.800	11.000000	10.0	1.0	10.02	9.95e-08	4.97	4.85e-05	0.85
17-5536	17	72918388	72918462	+	58.2	0.733	9.000000	10.0	0.5	20.04	1.60e-10	5.13	3.77e-05	0.95
17-3915	17	73102801	73102875	+	58.2	0.632	10.000000	10.0	1.0	10.02	9.95e-08	6.07	9.16e-06	0.95
17-5540	17	73927541	73927615	+	58.2	0.750	9.000000	10.0	2.0	5.01	4.57e-05	7.15	2.22e-06	0.95
17-3921	17	74081763	74081837	+	58.2	0.800	10.000000	10.0	1.0	10.02	9.95e-08	6.93	2.93e-06	0.95
17-5545	17	74186547	74186621	+	58.2	0.769	9.000000	10.0	1.0	10.02	9.95e-08	4.69	7.80e-05	0.95
17-3924	17	74190614	74190688	+	58.2	0.789	10.000000	10.0	1.0	10.02	9.95e-08	5.17	3.53e-05	0.95
17-5547	17	74195871	74195945	+	58.2	0.706	9.000000	10.0	0.5	20.04	1.60e-10	5.73	1.50e-05	0.95
17-5554	17	74332007	74332081	+	58.2	0.917	9.000000	10.0	1.0	10.02	9.95e-08	5.07	4.15e-05	1.07
17-3931	17	74409996	74410070	+	58.2	0.667	10.000000	10.0	0.5	20.04	1.60e-10	6.33	6.39e-06	0.95
17-2922	17	74420815	74420889	+	58.2	0.696	11.000000	10.0	0.5	20.04	1.60e-10	4.66	8.26e-05	0.85
17-3942	17	75005141	75005215	+	58.2	0.778	10.000000	10.0	1.0	10.02	9.95e-08	5.11	3.89e-05	0.85
17-5585	17	78354811	78354885	+	58.2	0.917	9.000000	10.0	2.0	5.01	4.57e-05	7.52	1.43e-06	0.95
17-8233	17	78590609	78590683	+	58.2	0.733	8.000000	10.0	0.5	20.04	1.60e-10	5.63	1.73e-05	1.07
17-3953	17	78809189	78809263	+	58.2	0.636	10.000000	11.0	1.0	11.02	9.03e-09	7.23	2.02e-06	0.95
17-3956	17	79296274	79296348	+	58.2	0.476	10.000000	10.0	2.0	5.01	4.57e-05	6.24	7.22e-06	0.85
17-5627	17	79823511	79823585	+	58.2	0.647	9.000000	10.0	1.0	10.02	9.95e-08	6.24	7.22e-06	0.95
17-5629	17	79854394	79854468	+	58.2	0.688	9.000000	10.0	2.0	5.01	4.57e-05	6.27	6.93e-06	1.07
17-2949	17	80182236	80182310	+	58.2	0.929	11.000000	10.0	0.5	20.04	1.60e-10	5.61	1.79e-05	0.85
17-2952	17	80373975	80374049	+	58.2	0.684	11.000000	11.0	2.0	5.51	8.15e-06	4.94	5.15e-05	0.95
17-5651	17	80418441	80418515	+	58.2	0.588	9.000000	10.0	1.0	10.02	9.95e-08	4.59	9.25e-05	0.95
17-3976	17	80468819	80468893	+	58.2	0.444	10.000000	10.0	1.0	10.02	9.95e-08	4.88	5.64e-05	0.95
17-5680	17	82237987	82238061	+	58.2	0.812	9.000000	10.0	1.0	10.02	9.95e-08	6.82	3.36e-06	0.95
17-3995	17	83683390	83683464	+	58.2	0.833	10.000000	10.0	1.0	10.02	9.95e-08	4.68	8.03e-05	0.85
17-5712	17	83719120	83719194	+	58.2	0.750	9.000000	10.0	1.0	10.02	9.95e-08	4.90	5.48e-05	1.07
17-4017	17	84097440	84097514	+	58.2	0.733	10.000000	10.0	0.5	20.04	1.60e-10	5.07	4.15e-05	0.85
17-2990	17	84776967	84777041	+	58.2	0.611	11.000000	10.0	1.0	10.02	9.95e-08	5.88	1.20e-05	0.85
17-4052	17	86338432	86338506	+	58.2	0.833	10.000000	10.0	1.0	10.02	9.95e-08	7.31	1.83e-06	0.85
17-4063	17	86900349	86900423	+	58.2	0.750	10.000000	10.0	0.5	20.04	1.60e-10	6.73	1.14e-05	0.85
17-4064	17	86915740	86915814	+	58.2	0.667	10.000000	10.0	2.0	5.01	4.57e-05	5.58	1.86e-05	0.85
17-4065	17	86977477	86977551	+	58.2	0.842	10.000000	10.0	0.5	20.04	1.60e-10	5.21	3.31e-05	1.07
17-4070	17	87265768	87265842	+	58.2	0.722	10.000000	10.0	2.0	5.01	4.57e-05	5.88	1.20e-05	0.95
17-4071	17	87266300	87266374	+	58.2	0.600	10.000000	10.0	1.0	10.02	9.95e-08	5.66	1.67e-05	0.85
17-14487	17	87809132	87809206	+	58.2	0.769	7.000000	10.0	1.0	10.02	9.95e-08	5.54	1.99e-05	1.22
17-3018	17	88107038	88107112	+	58.2	0.765	11.000000	10.0	2.0	5.01	4.57e-05	5.66	1.67e-05	0.85
17-4098	17	88362572	88362646	+	58.2	0.600	10.000000	10.0	0.5	20.04	1.60e-10	7.11	2.33e-06	0.95
17-3036	17	91085747	91085821	+	58.2	0.875	11.000000	10.0	2.0	5.01	4.57e-05	6.96	2.80e-06	0.85
17-4110	17	91203882	91203956	+	58.2	0.583	10.000000	10.0	2.0	5.01	4.57e-05	8.48	4.92e-07	0.95
17-4116	17	93910942	93911016	+	58.2	0.500	10.000000	11.0	0.5	22.05	7.26e-12	5.42	2.37e-05	0.95
17-4118	17	93998922	93998996	+	58.2	0.737	10.000000	10.0	2.0	5.01	4.57e-05	13.23	7.86e-09	0.95
17-4121	17	94730659	94730733	+	58.2	0.800	10.000000	10.0	2.0	5.01	4.57e-05	4.71	7.58e-05	0.85
17-5913	17	3067950	3068024	+	52.4	0.833	8.000000	9.0	0.5	18.04	3.21e-09	9.30	7.76e-07	0.95
17-4137	17	4739143	4739217	+	52.4	0.526	9.000000	9.0	1.0	9.02	9.97e-07	7.73	3.81e-06	0.95
17-3062	17	5377811	5377885	+	52.4	0.619	10.000000	10.0	0.5	20.04	1.60e-10	6.53	4.25e-05	0.84
17-4151	17	5623800	5623874	+	52.4	0.900	9.000000	9.0	1.0	9.02	9.97e-07	8.05	2.77e-06	0.85
17-4172	17	6661285	6661359	+	52.4	0.846	9.000000	10.0	1.0	10.02	9.95e-08	22.06	5.75e-10	0.95
17-3088	17	7928212	7928286	+	52.4	0.526	10.000000	9.0	1.0	9.02	9.97e-07	6.51	1.48e-05	0.85
17-6043	17	8197837	8197911	+	52.4	0.643	8.000000	9.0	0.5	18.04	3.21e-09	5.84	3.42e-05	0.95
17-4193	17	8772731	8772805	+	52.4	0.750	9.000000	9.0	1.0	9.02	9.97e-07	7.99	2.93e-06	0.85
17-3094	17	9567010	9567084	+	52.4	0.692	10.000000	9.0	1.0	9.02	9.97e-07	7.54	4.67e-06	0.85
17-3096	17	9669713	9669787	+	52.4	0.556	10.000000	9.0	1.0	9.02	9.97e-07	6.51	1.48e-05	0.85
17-4200	17	10141813	10141887	+	52.4	0.800	9.000000	9.0	1.0	9.02	9.97e-07	7.78	3.61e-06	0.85
17-4203	17	10269683	10269757	+	52.4	0.722	9.000000	11.0	2.0	5.51	8.15e-06	5.34	6.71e-05	0.95
17-9163	17	10390418	10390492	+	52.4	0.692	7.000000	9.0	1.0	9.02	9.97e-07	5.78	3.68e-05	1.09
17-3101	17	10840965	10841039	+	52.4	0.846	10.000000	9.0	1.0	9.02	9.97e-07	5.36	6.49e-05	0.85
17-4247	17	14278722	14278796	+	52.4	0.846	9.000000	9.0	1.0	9.02	9.97e-07	6.81	1.04e-05	0.85
17-4254	17	15291582	15291656	+	52.4	0.692	9.000000	9.0	1.0	9.02	9.97e-07	6.88	9.55e-06	0.85
17-6179	17	15511001	15511075	+	52.4	0.812	8.000000	9.0	1.0	9.02	9.97e-07	5.44	5.86e-05	0.95
17-3150	17	17495993	17496067	+	52.4	0.733	10.000000	9.0	1.0	9.02	9.97e-07	5.81	3.55e-05	0.85
17-6236	17	17909528	17909602	+	52.4	0.818	8.000000	9.0	1.0	9.02	9.97e-07	6.47	1.54e-05	0.95
17-4292	17	19487121	19487195	+	52.4	0.643	9.000000	9.0	1.0	9.02	9.97e-07	6.24	2.06e-05	0.85
17-4293	17	20339159	20339233	+	52.4	0.714	9.000000	9.0	0.5	18.04	3.21e-09	12.28	8.09e-08	0.85
17-4294	17	20426651	20426725	+	52.4	0.769	9.000000	9.0	0.5	18.04	3.21e-09	8.08	8.50e-06	0.84
17-4298	17	21384103	21384177	+	52.4	0.667	9.000000	9.0	0.5	18.04	3.21e-09	6.24	2.06e-05	0.85
17-3166	17	21747921	21747995	+	52.4	0.786	10.000000	9.0	0.5	18.04	3.21e-09	5.41	6.06e-05	0.85
17-4312	17	22229854	22229928	+	52.4	0.833	9.000000	9.0	0.5	18.04	3.21e-09	13.23	4.35e-08	0.85
17-3173	17	22740000	22740074	+	52.4	0.684	10.000000	9.0	1.0	9.02	9.97e-07	5.25	7.67e-05	0.85
17-4351	17	23932345	23932419	+	52.4	0.846	9.000000	9.0	1.0	9.02	9.97e-07	6.88	9.55e-06	0.95
17-3247	17	26041336	26041410	+	52.4	0.684	10.000000	10.0	1.0	10.02	9.95e-08	5.49	5.46e-05	0.85
17-4543	17	28837817	28837891	+	52.4	0.667	9.000000	10.0	1.0	10.02	9.95e-08	5.11	9.32e-05	0.95
17-6751	17	29679817	29679891	+	52.4	0.692	8.000000	9.0	1.0	9.02	9.97e-07	5.57	4.92e-05	0.95
17-6780	17	30223183	30223257	+	52.4	0.625	8.000000	9.0	1.0	9.02	9.97e-07	5.90	3.17e-05	0.95
17-4632	17	30234820	30234894	+	52.4	0.833	9.000000	9.0	0.5	18.04	3.21e-09	7.09	7.58e-06	0.85
17-6876	17	31753475	31753549	+	52.4	0.474	8.000000	9.0	0.5	18.04	3.21e-09	5.36	6.49e-05	0.95
17-4684	17	31766939	31767013	+	52.4	0.667	9.000000	9.0	1.0	9.02	9.97e-07	5.20	8.19e-05	0.85
17-4692	17	31974980	31975054	+	52.4	0.562	9.000000	9.0	0.5	18.04	3.21e-09	6.81	1.04e-05	0.85
17-6937	17	32577747	32577821	+	52.4	0.818	8.000000	9.0	1.0	9.02	9.97e-07	6.81	1.04e-05	0.95
17-4734	17	32706440	32706514	+	52.4	0.846	9.000000	9.0	1.0	9.02	9.97e-07	5.22	7.92e-05	0.85
17-3421	17	33134209	33134283	+	52.4	0.786	10.000000	10.0	2.0	5.01	4.57e-05	7.01	8.32e-06	0.85
17-4756	17	33305229	33305303	+	52.4	0.750	9.000000	9.0	1.0	9.02	9.97e-07	9.09	9.35e-07	0.85
17-7062	17	34661729	34661803	+	52.4	0.714	8.000000	9.0	1.0	9.02	9.97e-07	5.81	3.55e-05	0.95
17-4899	17	36031512	36031586	+	52.4	0.579	9.000000	9.0	1.0	9.02	9.97e-07	5.09	9.62e-05	0.95
17-3548	17	37145225	37145299	+	52.4	0.786	10.000000	9.0	1.0	9.02	9.97e-07	5.57	4.92e-05	0.85
17-4944	17	37863946	37864020	+	52.4	0.556	9.000000	9.0	1.0	9.02	9.97e-07	7.09	7.58e-06	0.95
17-4946	17	38890644	38890718	+	52.4	0.917	9.000000	9.0	0.5	18.04	3.21e-09	22.47	4.90e-10	0.85
17-4951	17	40566779	40566853	+	52.4	0.600	9.000000	10.0	2.0	5.01	4.57e-05	6.02	2.72e-05	0.95
17-4959	17	40978009	40978083	+	52.4	0.900	9.000000	9.0	0.5	18.04	3.21e-09	17.78	3.63e-09	0.85
17-4961	17	41241437	41241511	+	52.4	0.786	9.000000	9.0	1.0	9.02	9.97e-07	7.99	2.93e-06	0.95
17-7287	17	42755492	42755566	+	52.4	0.750	8.000000	9.0	1.0	9.02	9.97e-07	9.23	8.26e-07	0.95
17-4976	17	43518655	43518729	+	52.4	0.474	9.000000	9.0	0.5	18.04	3.21e-09	6.14	2.33e-05	0.85
17-3590	17	44181419	44181493	+	52.4	0.750	10.000000	9.0	1.0	9.02	9.97e-07	5.46	5.66e-05	0.95
17-7345	17	44692782	44692856	+	52.4	0.818	8.000000	9.0	1.0	9.02	9.97e-07	6.77	1.09e-05	0.95
17-4990	17	44932352	44932426	+	52.4	0.909	9.000000	9.0	1.0	9.02	9.97e-07	8.33	2.10e-06	0.95
17-4992	17	45102732	45102806	+	52.4	0.643	9.000000	9.0	1.0	9.02	9.97e-07	9.68	5.63e-07	0.85
17-4994	17	45296511	45296585	+	52.4	0.688	9.000000	9.0	0.5	18.04	3.21e-09	6.20	2.15e-05	0.85
17-5172	17	48054086	48054160	+	52.4	0.786	9.000000	9.0	1.0	9.02	9.97e-07	6.08	2.52e-05	0.95
17-5173	17	48080813	48080887	+	52.4	0.556	9.000000	9.0	1.0	9.02	9.97e-07	9.53	6.41e-07	0.85
17-5177	17	48120035	48120109	+	52.4	0.643	9.000000	9.0	1.0	9.02	9.97e-07	5.32	6.94e-05	0.85
17-12159	17	48298921	48298995	+	52.4	0.529	7.000000	9.0	1.0	9.02	9.97e-07	5.73	3.96e-05	1.09
17-7598	17	48357985	48358059	+	52.4	0.643	8.000000	9.0	0.5	18.04	3.21e-09	5.67	4.26e-05	0.95
17-5196	17	49063906	49063980	+	52.4	0.733	9.000000	9.0	1.0	9.02	9.97e-07	6.11	2.42e-05	0.85
17-7642	17	50926752	50926826	+	52.4	0.846	8.000000	9.0	1.0	9.02	9.97e-07	20.53	1.06e-09	0.95
17-7645	17	51122507	51122581	+	52.4	0.769	8.000000	9.0	0.5	18.04	3.21e-09	7.13	7.23e-06	0.95
17-5208	17	51179746	51179820	+	52.4	0.562	9.000000	9.0	1.0	9.02	9.97e-07	5.27	7.42e-05	0.85
17-3715	17	51187007	51187081	+	52.4	0.769	10.000000	9.0	0.5	18.04	3.21e-09	10.73	2.45e-07	0.85
17-7648	17	51346463	51346537	+	52.4	0.556	8.000000	9.0	0.5	18.04	3.21e-09	6.14	2.33e-05	0.95
17-5223	17	52989039	52989113	+	52.4	0.643	9.000000	9.0	0.5	18.04	3.21e-09	13.40	2.20e-07	0.84
17-12373	17	53649039	53649113	+	52.4	0.562	7.000000	9.0	1.0	9.02	9.97e-07	5.09	9.62e-05	1.09
17-5249	17	54016147	54016221	+	52.4	0.818	9.000000	9.0	1.0	9.02	9.97e-07	6.08	2.52e-05	0.85
17-3740	17	54701792	54701866	+	52.4	0.588	10.000000	9.0	1.0	9.02	9.97e-07	8.33	2.10e-06	0.85
17-12426	17	55764774	55764848	+	52.4	0.818	7.000000	9.0	0.5	18.04	3.21e-09	6.02	2.72e-05	1.09
17-3804	17	57908549	57908623	+	52.4	0.550	10.000000	10.0	1.0	10.02	9.95e-08	10.09	4.03e-07	0.85
17-7848	17	60804712	60804786	+	52.4	0.692	8.000000	9.0	0.5	18.04	3.21e-09	8.63	1.58e-06	0.95
17-12696	17	61559944	61560018	+	52.4	0.750	7.000000	9.0	0.5	18.04	3.21e-09	10.93	2.11e-07	1.09
17-3816	17	63185327	63185401	+	52.4	0.812	10.000000	10.0	1.0	10.02	9.95e-08	5.20	8.19e-05	0.95
17-5371	17	63434409	63434483	+	52.4	0.688	9.000000	9.0	1.0	9.02	9.97e-07	5.54	5.10e-05	0.95
17-5374	17	63518810	63518884	+	52.4	0.692	9.000000	9.0	0.5	18.04	3.21e-09	5.16	8.74e-05	0.85
17-7885	17	63662253	63662327	+	52.4	0.600	8.000000	9.0	1.0	9.02	9.97e-07	6.47	1.54e-05	0.95
17-12795	17	63905750	63905824	+	52.4	0.833	7.000000	9.0	1.0	9.02	9.97e-07	6.47	1.54e-05	1.09
17-5383	17	64229917	64229991	+	52.4	0.714	9.000000	9.0	0.5	18.04	3.21e-09	5.62	4.58e-05	0.85
17-5384	17	64231319	64231393	+	52.4	0.692	9.000000	9.0	0.5	18.04	3.21e-09	5.73	3.96e-05	0.85
17-5422	17	66197229	66197303	+	52.4	0.667	9.000000	9.0	0.5	18.04	3.21e-09	6.34	5.24e-05	0.84
17-5428	17	66301573	66301647	+	52.4	0.692	9.000000	9.0	1.0	9.02	9.97e-07	7.09	7.58e-06	0.85
17-3868	17	66536477	66536551	+	52.4	0.684	10.000000	9.0	1.0	9.02	9.97e-07	5.25	7.67e-05	0.85
17-3871	17	67352915	67352989	+	52.4	0.688	10.000000	9.0	1.0	9.02	9.97e-07	5.39	6.27e-05	0.85
17-5458	17	67920070	67920144	+	52.4	0.600	9.000000	9.0	1.0	9.02	9.97e-07	5.54	5.10e-05	0.85
17-5459	17	67995961	67996035	+	52.4	0.643	9.000000	9.0	1.0	9.02	9.97e-07	5.59	4.75e-05	0.85
17-5463	17	68170589	68170663	+	52.4	0.769	9.000000	9.0	1.0	9.02	9.97e-07	7.78	3.61e-06	0.95
17-8034	17	69604875	69604949	+	52.4	0.750	8.000000	9.0	0.5	18.04	3.21e-09	7.63	4.22e-06	0.95
17-8040	17	69968647	69968721	+	52.4	0.529	8.000000	9.0	1.0	9.02	9.97e-07	5.51	5.28e-05	0.95
17-5530	17	71852694	71852768	+	52.4	0.692	9.000000	9.0	1.0	9.02	9.97e-07	6.24	2.06e-05	0.85
17-5541	17	74020516	74020590	+	52.4	0.643	9.000000	9.0	1.0	9.02	9.97e-07	5.57	4.92e-05	0.85
17-3922	17	74084475	74084549	+	52.4	0.733	10.000000	9.0	1.0	9.02	9.97e-07	7.26	6.27e-06	0.85
17-5557	17	74345840	74345914	+	52.4	0.818	9.000000	9.0	1.0	9.02	9.97e-07	5.22	7.92e-05	0.85
17-8189	17	74511298	74511372	+	52.4	0.714	8.000000	9.0	1.0	9.02	9.97e-07	5.36	6.49e-05	0.95
17-5568	17	74589790	74589864	+	52.4	0.929	9.000000	9.0	1.0	9.02	9.97e-07	5.32	6.94e-05	0.95
17-3945	17	75103475	75103549	+	52.4	0.650	10.000000	9.0	1.0	9.02	9.97e-07	5.98	2.83e-05	0.85
