# HOMER Peaks
# Peak finding parameters:
# tag directory = /home/jkissinger/lab5/tagdirs/Klf4
#
# total peaks = 3020
# peak size = 75
# peaks found using tags on both strands
# minimum distance between peaks = 150
# fragment length = 74
# genome size = 2000000000
# Total tags = 1720172.0
# Total tags in peaks = 53736.0
# Approximate IP efficiency = 3.12%
# tags per bp = 0.000798
# expected tags per peak = 0.060
# maximum tags considered per bp = 1.0
# effective number of tags used for normalization = 10000000.0
# Peaks have been centered at maximum tag pile-up
# FDR rate threshold = 0.001000000
# FDR effective poisson threshold = 5.086211e-07
# FDR tag threshold = 4.0
# number of putative peaks = 93354
#
# input tag directory = /home/jkissinger/lab5/tagdirs/input
# Fold over input required = 4.00
# Poisson p-value over input required = 1.00e-04
# Putative peaks filtered by input = 83515
#
# size of region used for local filtering = 10000
# Fold over local region required = 4.00
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 6819
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 0
#
# cmd = findPeaks /home/jkissinger/lab5/tagdirs/Klf4 -i /home/jkissinger/lab5/tagdirs/input -style factor -o auto
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	focus ratio	findPeaks Score	Total Tags	Control Tags (normalized to IP Experiment)	Fold Change vs Control	p-value vs Control	Fold Change vs Local	p-value vs Local	Clonal Fold Change
17-4862	17	44743960	44744034	+	58.1	0.778	10.000000	12.0	1.0	12.01	7.63e-10	7.27	1.92e-06	1.07
17-9259	17	45339921	45339995	+	58.1	0.625	8.000000	10.0	0.5	20.01	1.62e-10	5.86	1.24e-05	1.07
17-14209	17	45386493	45386567	+	58.1	0.769	7.000000	10.0	2.0	5.00	4.63e-05	4.78	6.75e-05	1.22
17-4912	17	46170705	46170779	+	58.1	0.619	10.000000	10.0	2.0	5.00	4.63e-05	5.25	3.10e-05	0.85
17-4918	17	46308790	46308864	+	58.1	0.632	10.000000	10.0	2.0	5.00	4.63e-05	5.36	2.63e-05	0.95
17-6615	17	46540348	46540422	+	58.1	0.706	9.000000	10.0	0.5	20.01	1.62e-10	4.90	5.48e-05	0.95
17-6645	17	46763558	46763632	+	58.1	0.714	9.000000	10.0	2.0	5.00	4.63e-05	5.63	1.73e-05	0.95
17-6658	17	46830877	46830951	+	58.1	0.833	9.000000	10.0	2.0	5.00	4.63e-05	4.81	6.36e-05	0.95
17-4960	17	47182502	47182576	+	58.1	0.750	10.000000	10.0	2.0	5.00	4.63e-05	4.58	9.51e-05	0.95
17-4966	17	47272474	47272548	+	58.1	0.714	10.000000	10.0	1.0	10.01	1.01e-07	4.56	9.78e-05	0.95
17-9515	17	47313287	47313361	+	58.1	0.526	8.000000	10.0	1.0	10.01	1.01e-07	4.71	7.58e-05	1.07
17-5000	17	47663182	47663256	+	58.1	0.556	10.000000	10.0	1.0	10.01	1.01e-07	4.96	5.00e-05	0.85
17-6759	17	48323801	48323875	+	58.1	0.929	9.000000	10.0	2.0	5.00	4.63e-05	5.38	2.54e-05	1.07
17-5038	17	49172910	49172984	+	58.1	0.611	10.000000	10.0	1.0	10.01	1.01e-07	5.93	1.11e-05	0.85
17-9670	17	49359390	49359464	+	58.1	0.833	8.000000	10.0	2.0	5.00	4.63e-05	9.06	2.71e-07	1.07
17-3894	17	49400302	49400376	+	58.1	0.750	11.000000	10.0	2.0	5.00	4.63e-05	6.75	3.67e-06	0.85
17-9673	17	49594551	49594625	+	58.1	0.833	8.000000	10.0	2.0	5.00	4.63e-05	9.66	1.53e-07	1.07
17-6785	17	49900933	49901007	+	58.1	0.688	9.000000	10.0	2.0	5.00	4.63e-05	5.56	1.93e-05	0.95
17-3897	17	50034349	50034423	+	58.1	0.722	11.000000	10.0	1.0	10.01	1.01e-07	5.17	3.53e-05	0.85
17-5042	17	50238466	50238540	+	58.1	0.733	10.000000	10.0	1.0	10.01	1.01e-07	6.49	5.19e-06	0.85
17-3901	17	51378651	51378725	+	58.1	0.524	11.000000	10.0	1.0	10.01	1.01e-07	10.85	4.86e-08	0.85
17-5048	17	51841828	51841902	+	58.1	0.522	10.000000	10.0	0.5	20.01	1.62e-10	4.68	8.03e-05	0.95
17-6803	17	52728774	52728848	+	58.1	0.667	9.000000	10.0	2.0	5.00	4.63e-05	8.27	6.16e-07	0.95
17-9711	17	53087936	53088010	+	58.1	0.909	8.000000	10.0	2.0	5.00	4.63e-05	10.76	5.24e-08	1.07
17-15003	17	53512495	53512569	+	58.1	0.750	7.000000	10.0	2.0	5.00	4.63e-05	6.27	6.93e-06	1.22
17-9754	17	54142831	54142905	+	58.1	0.733	8.000000	10.0	1.0	10.01	1.01e-07	11.41	3.07e-08	1.07
17-9759	17	55681259	55681333	+	58.1	0.917	8.000000	10.0	0.5	20.01	1.62e-10	28.77	5.01e-12	1.07
17-3916	17	55702591	55702665	+	58.1	0.833	11.000000	10.0	2.0	5.00	4.63e-05	9.19	2.40e-07	0.85
17-5060	17	55932321	55932395	+	58.1	0.583	10.000000	10.0	1.0	10.01	1.01e-07	5.11	3.89e-05	0.95
17-6927	17	57151606	57151680	+	58.1	0.625	9.000000	10.0	1.0	10.01	1.01e-07	4.78	6.75e-05	0.95
17-9947	17	57292410	57292484	+	58.1	0.846	8.000000	10.0	2.0	5.00	4.63e-05	5.13	3.77e-05	1.07
17-3965	17	57328363	57328437	+	58.1	0.923	11.000000	10.0	2.0	5.00	4.63e-05	4.56	9.78e-05	0.85
17-5143	17	57452719	57452793	+	58.1	0.706	10.000000	10.0	1.0	10.01	1.01e-07	8.76	1.40e-06	0.85
17-9953	17	58753540	58753614	+	58.1	0.733	8.000000	10.0	0.5	20.01	1.62e-10	9.80	1.34e-07	1.22
17-9956	17	61875492	61875566	+	58.1	0.706	8.000000	10.0	1.0	10.01	1.01e-07	14.08	4.43e-09	1.07
17-5148	17	62862686	62862760	+	58.1	0.632	10.000000	10.0	1.0	10.01	1.01e-07	6.86	3.21e-06	0.85
17-3968	17	63093596	63093670	+	58.1	0.600	11.000000	11.0	0.5	22.01	7.37e-12	7.23	2.02e-06	0.85
17-6947	17	63422711	63422785	+	58.1	0.750	9.000000	11.0	1.0	11.01	9.16e-09	8.38	5.51e-07	1.07
17-6951	17	63547652	63547726	+	58.1	0.667	9.000000	10.0	1.0	10.01	1.01e-07	7.97	8.55e-07	0.95
17-15436	17	63710117	63710191	+	58.1	0.714	7.000000	10.0	1.0	10.01	1.01e-07	6.21	7.52e-06	1.22
17-5152	17	64047275	64047349	+	58.1	0.579	10.000000	10.0	2.0	5.00	4.63e-05	6.16	8.14e-06	0.85
17-5153	17	64202655	64202729	+	58.1	0.588	10.000000	10.0	1.0	10.01	1.01e-07	6.39	5.88e-06	0.85
17-3971	17	64266490	64266564	+	58.1	0.588	11.000000	10.0	1.0	10.01	1.01e-07	5.47	2.21e-05	0.85
17-6963	17	65598323	65598397	+	58.1	0.815	9.000000	10.0	1.0	10.01	1.01e-07	6.04	9.53e-06	1.07
17-6987	17	65837918	65837992	+	58.1	0.688	9.000000	10.0	2.0	5.00	4.63e-05	4.58	9.51e-05	1.07
17-7006	17	66291696	66291770	+	58.1	0.769	9.000000	10.0	2.0	5.00	4.63e-05	5.21	3.31e-05	0.95
17-7033	17	67203312	67203386	+	58.1	0.789	9.000000	10.0	0.5	20.01	1.62e-10	7.27	1.92e-06	0.95
17-7035	17	67565895	67565969	+	58.1	0.579	9.000000	11.0	1.0	11.01	9.16e-09	7.15	2.22e-06	1.07
17-5201	17	67640524	67640598	+	58.1	0.688	10.000000	10.0	0.5	20.01	1.62e-10	8.82	3.46e-07	0.95
17-5206	17	69222039	69222113	+	58.1	0.542	10.000000	10.0	2.0	5.00	4.63e-05	4.58	9.51e-05	0.95
17-5209	17	69423293	69423367	+	58.1	0.810	10.000000	10.0	1.0	10.01	1.01e-07	6.42	5.64e-06	0.85
17-5212	17	70403870	70403944	+	58.1	0.778	10.000000	10.0	2.0	5.00	4.63e-05	7.52	1.43e-06	0.95
17-7056	17	70662572	70662646	+	58.1	0.647	9.000000	10.0	1.0	10.01	1.01e-07	7.74	1.11e-06	0.95
17-7097	17	70945048	70945122	+	58.1	0.786	9.000000	10.0	1.0	10.01	1.01e-07	5.13	9.02e-05	0.95
17-5230	17	70964368	70964442	+	58.1	0.733	10.000000	11.0	2.0	5.50	8.26e-06	5.01	4.55e-05	0.95
17-5243	17	71729242	71729316	+	58.1	0.560	10.000000	10.0	2.0	5.00	4.63e-05	6.07	9.16e-06	0.95
17-10265	17	72522512	72522586	+	58.1	0.800	8.000000	10.0	1.0	10.01	1.01e-07	6.52	4.97e-06	1.07
17-10273	17	73068456	73068530	+	58.1	0.636	8.000000	11.0	1.0	11.01	9.16e-09	6.04	9.53e-06	1.22
17-7120	17	73221742	73221816	+	58.1	0.786	9.000000	10.0	1.0	10.01	1.01e-07	7.43	1.58e-06	0.95
17-10279	17	73493481	73493555	+	58.1	0.769	8.000000	10.0	1.0	10.01	1.01e-07	8.54	4.64e-07	1.07
17-16059	17	74328287	74328361	+	58.1	0.667	7.000000	10.0	0.5	20.01	1.62e-10	5.17	3.53e-05	1.22
17-7136	17	74470068	74470142	+	58.1	0.556	9.000000	10.0	0.5	20.01	1.62e-10	5.05	4.28e-05	0.95
17-10308	17	74517213	74517287	+	58.1	0.611	8.000000	10.0	1.0	10.01	1.01e-07	5.73	1.50e-05	1.07
17-10312	17	74535122	74535196	+	58.1	0.625	8.000000	10.0	0.5	20.01	1.62e-10	5.45	2.29e-05	1.07
17-5263	17	74967407	74967481	+	58.1	0.619	10.000000	10.0	1.0	10.01	1.01e-07	5.83	1.29e-05	0.85
17-5267	17	75372479	75372553	+	58.1	0.550	10.000000	10.0	2.0	5.00	4.63e-05	5.51	2.07e-05	0.85
17-4033	17	75521453	75521527	+	58.1	0.765	11.000000	10.0	2.0	5.00	4.63e-05	5.86	1.24e-05	0.85
17-5269	17	75536793	75536867	+	58.1	0.632	10.000000	10.0	0.5	20.01	1.62e-10	6.24	7.22e-06	0.95
17-7160	17	75557706	75557780	+	58.1	0.769	9.000000	10.0	2.0	5.00	4.63e-05	6.16	8.14e-06	0.95
17-7172	17	78297076	78297150	+	58.1	0.667	9.000000	10.0	1.0	10.01	1.01e-07	4.97	4.85e-05	0.95
17-5276	17	78817710	78817784	+	58.1	0.667	10.000000	10.0	2.0	5.00	4.63e-05	7.27	1.92e-06	0.95
17-16249	17	79140118	79140192	+	58.1	0.769	7.000000	10.0	2.0	5.00	4.63e-05	4.85	5.99e-05	1.22
17-7186	17	79177476	79177550	+	58.1	0.632	9.000000	10.0	1.0	10.01	1.01e-07	6.79	3.51e-06	0.95
17-4043	17	79615125	79615199	+	58.1	0.560	11.000000	10.0	2.0	5.00	4.63e-05	4.59	9.25e-05	0.95
17-4044	17	79708131	79708205	+	58.1	0.478	11.000000	10.0	1.0	10.01	1.01e-07	4.92	5.31e-05	0.85
17-10407	17	80018162	80018236	+	58.1	0.667	8.000000	10.0	1.0	10.01	1.01e-07	4.61	8.99e-05	1.07
17-10418	17	80317282	80317356	+	58.1	0.611	8.000000	10.0	2.0	5.00	4.63e-05	5.91	1.15e-05	1.07
17-5304	17	80536711	80536785	+	58.1	0.520	10.000000	10.0	1.0	10.01	1.01e-07	5.54	1.99e-05	0.85
17-16386	17	80602057	80602131	+	58.1	0.833	7.000000	10.0	1.0	10.01	1.01e-07	4.83	6.17e-05	1.22
17-5318	17	81354466	81354540	+	58.1	0.857	10.000000	10.0	2.0	5.00	4.63e-05	12.48	1.35e-08	0.95
17-5319	17	82200280	82200354	+	58.1	0.619	10.000000	10.0	2.0	5.00	4.63e-05	8.43	5.20e-07	0.85
17-7242	17	82881622	82881696	+	58.1	0.733	9.000000	10.0	2.0	5.00	4.63e-05	8.32	5.83e-07	0.95
17-10483	17	83181528	83181602	+	58.1	0.733	8.000000	10.0	2.0	5.00	4.63e-05	4.94	5.15e-05	1.07
17-7246	17	83244687	83244761	+	58.1	0.923	9.000000	10.0	2.0	5.00	4.63e-05	5.01	4.55e-05	0.95
17-7247	17	83262937	83263011	+	58.1	0.769	9.000000	10.0	2.0	5.00	4.63e-05	6.77	1.09e-05	0.95
17-10496	17	83323733	83323807	+	58.1	0.667	8.000000	10.0	0.5	20.01	1.62e-10	4.79	6.55e-05	1.07
17-7256	17	83563784	83563858	+	58.1	0.591	9.000000	10.0	2.0	5.00	4.63e-05	4.58	9.51e-05	0.95
17-10544	17	83720670	83720744	+	58.1	0.714	8.000000	10.0	1.0	10.01	1.01e-07	4.97	4.85e-05	1.07
17-7303	17	84503523	84503597	+	58.1	0.667	9.000000	10.0	0.5	20.01	1.62e-10	5.83	1.29e-05	1.07
17-16718	17	84610028	84610102	+	58.1	0.611	7.000000	10.0	2.0	5.00	4.63e-05	5.40	2.45e-05	1.22
17-5360	17	84634474	84634548	+	58.1	0.556	10.000000	10.0	0.5	20.01	1.62e-10	4.56	9.78e-05	0.85
17-7309	17	84699446	84699520	+	58.1	0.733	9.000000	10.0	2.0	5.00	4.63e-05	4.68	8.03e-05	1.07
17-5363	17	84709616	84709690	+	58.1	0.650	10.000000	10.0	2.0	5.00	4.63e-05	4.61	8.99e-05	0.95
17-5365	17	84801210	84801284	+	58.1	0.867	10.000000	10.0	2.0	5.00	4.63e-05	8.02	8.10e-07	0.95
17-5368	17	84871895	84871969	+	58.1	0.769	10.000000	10.0	1.0	10.01	1.01e-07	5.21	3.31e-05	0.85
17-5373	17	85111545	85111619	+	58.1	0.579	10.000000	10.0	1.0	10.01	1.01e-07	6.24	7.22e-06	0.95
17-5374	17	85149725	85149799	+	58.1	0.667	10.000000	10.0	2.0	5.00	4.63e-05	5.03	4.41e-05	0.95
17-7329	17	85285058	85285132	+	58.1	0.625	9.000000	10.0	1.0	10.01	1.01e-07	6.73	1.14e-05	0.95
17-5388	17	85781849	85781923	+	58.1	0.500	10.000000	10.0	1.0	10.01	1.01e-07	5.81	3.55e-05	0.85
17-5392	17	86214532	86214606	+	58.1	0.769	10.000000	10.0	1.0	10.01	1.01e-07	5.21	3.31e-05	0.85
17-7355	17	86434786	86434860	+	58.1	0.545	9.000000	10.0	2.0	5.00	4.63e-05	5.21	3.31e-05	0.95
17-5393	17	86616796	86616870	+	58.1	0.867	10.000000	10.0	0.5	20.01	1.62e-10	5.05	4.28e-05	1.07
17-28701	17	86926026	86926100	+	58.1	0.857	6.000000	10.0	0.5	20.01	1.62e-10	4.92	5.31e-05	1.42
17-7373	17	86943367	86943441	+	58.1	0.833	9.000000	10.0	2.0	5.00	4.63e-05	4.83	6.17e-05	0.95
17-4136	17	86976304	86976378	+	58.1	0.571	11.000000	10.0	2.0	5.00	4.63e-05	4.56	9.78e-05	0.95
17-16998	17	87133715	87133789	+	58.1	0.588	7.000000	10.0	2.0	5.00	4.63e-05	5.68	1.61e-05	1.22
17-7394	17	87459750	87459824	+	58.1	0.619	9.000000	10.0	2.0	5.00	4.63e-05	4.59	9.25e-05	0.95
17-10818	17	87729833	87729907	+	58.1	0.706	8.000000	10.0	2.0	5.00	4.63e-05	5.09	4.02e-05	1.07
17-4149	17	87746727	87746801	+	58.1	0.615	11.000000	10.0	2.0	5.00	4.63e-05	4.56	9.78e-05	0.85
17-5429	17	87792047	87792121	+	58.1	0.786	10.000000	10.0	2.0	5.00	4.63e-05	4.94	5.15e-05	0.95
17-17137	17	87949478	87949552	+	58.1	0.917	7.000000	10.0	0.5	20.01	1.62e-10	4.92	5.31e-05	1.42
17-5433	17	88016231	88016305	+	58.1	0.682	10.000000	11.0	1.0	11.01	9.16e-09	5.80	1.34e-05	1.07
17-10851	17	88158427	88158501	+	58.1	0.941	8.000000	10.0	2.0	5.00	4.63e-05	4.76	6.95e-05	1.07
17-10855	17	88173514	88173588	+	58.1	0.706	8.000000	10.0	1.0	10.01	1.01e-07	6.27	6.93e-06	1.07
17-5438	17	88316836	88316910	+	58.1	0.733	10.000000	10.0	1.0	10.01	1.01e-07	4.64	8.50e-05	0.85
17-10866	17	88318439	88318513	+	58.1	0.714	8.000000	10.0	2.0	5.00	4.63e-05	4.64	8.50e-05	1.07
17-5441	17	88353171	88353245	+	58.1	0.722	10.000000	10.0	2.0	5.00	4.63e-05	7.48	1.51e-06	0.95
17-17262	17	90031812	90031886	+	58.1	0.579	7.000000	10.0	0.5	20.01	1.62e-10	13.93	4.89e-09	1.22
17-7462	17	90270985	90271059	+	58.1	0.522	9.000000	10.0	0.5	20.01	1.62e-10	5.54	1.99e-05	0.95
17-7464	17	90459396	90459470	+	58.1	0.714	9.000000	10.0	1.0	10.01	1.01e-07	7.43	1.58e-06	0.95
17-4172	17	94717586	94717660	+	58.1	0.600	11.000000	10.0	1.0	10.01	1.01e-07	8.48	4.92e-07	0.85
17-5465	17	3239072	3239146	+	52.3	0.625	9.000000	9.0	1.0	9.01	1.01e-06	7.22	6.58e-06	0.95
17-5475	17	4723129	4723203	+	52.3	0.750	9.000000	9.0	0.5	18.01	3.25e-09	8.45	1.88e-06	0.85
17-11043	17	5471390	5471464	+	52.3	0.714	7.000000	9.0	1.0	9.01	1.01e-06	5.96	2.94e-05	1.09
17-5496	17	5535530	5535604	+	52.3	0.750	9.000000	9.0	1.0	9.01	1.01e-06	5.98	2.83e-05	0.95
17-11071	17	5805428	5805502	+	52.3	0.909	7.000000	9.0	0.5	18.01	3.25e-09	5.44	5.86e-05	1.09
17-5520	17	6494021	6494095	+	52.3	0.900	9.000000	9.0	1.0	9.01	1.01e-06	5.27	7.42e-05	0.85
17-4219	17	7364885	7364959	+	52.3	0.632	10.000000	9.0	0.5	18.01	3.25e-09	20.53	1.06e-09	0.85
17-4221	17	7581487	7581561	+	52.3	0.526	10.000000	9.0	1.0	9.01	1.01e-06	5.64	4.42e-05	0.85
17-5538	17	7614749	7614823	+	52.3	0.714	9.000000	9.0	0.5	18.01	3.25e-09	6.62	1.30e-05	0.85
17-7624	17	7812673	7812747	+	52.3	0.588	8.000000	9.0	0.5	18.01	3.25e-09	5.90	3.17e-05	0.95
17-4222	17	7827130	7827204	+	52.3	0.833	10.000000	9.0	0.5	18.01	3.25e-09	5.27	7.42e-05	0.85
17-5540	17	7847451	7847525	+	52.3	0.556	9.000000	9.0	0.5	18.01	3.25e-09	5.98	2.83e-05	0.85
17-7626	17	7850308	7850382	+	52.3	0.529	8.000000	9.0	1.0	9.01	1.01e-06	5.54	5.10e-05	0.95
17-3316	17	7861139	7861213	+	52.3	0.812	11.000000	9.0	1.0	9.01	1.01e-06	5.16	8.74e-05	0.85
17-7658	17	9197664	9197738	+	52.3	0.769	8.000000	9.0	0.5	18.01	3.25e-09	7.44	5.16e-06	0.95
17-18254	17	11918538	11918612	+	52.3	0.714	6.000000	9.0	1.0	9.01	1.01e-06	6.44	1.61e-05	1.53
17-7701	17	12081935	12082009	+	52.3	0.818	8.000000	9.0	1.0	9.01	1.01e-06	5.54	5.10e-05	0.95
17-7702	17	12092912	12092986	+	52.3	0.611	8.000000	9.0	1.0	9.01	1.01e-06	5.07	9.93e-05	1.09
17-5594	17	12300507	12300581	+	52.3	0.667	9.000000	9.0	1.0	9.01	1.01e-06	5.44	5.86e-05	0.95
17-11435	17	12667064	12667138	+	52.3	0.750	7.000000	9.0	0.5	18.01	3.25e-09	5.91	8.43e-05	1.12
17-4263	17	13485245	13485319	+	52.3	0.647	10.000000	10.0	1.0	10.01	1.01e-07	9.38	7.29e-07	0.85
17-11507	17	14094280	14094354	+	52.3	0.900	7.000000	9.0	0.5	18.01	3.25e-09	18.32	2.81e-09	1.09
17-7778	17	15139409	15139483	+	52.3	0.550	8.000000	9.0	1.0	9.01	1.01e-06	5.81	3.55e-05	0.95
17-5636	17	15338175	15338249	+	52.3	0.667	9.000000	9.0	1.0	9.01	1.01e-06	5.57	4.92e-05	0.85
17-4273	17	15368652	15368726	+	52.3	0.667	10.000000	10.0	1.0	10.01	1.01e-07	5.13	9.02e-05	0.85
17-3362	17	17520073	17520147	+	52.3	0.917	11.000000	10.0	1.0	10.01	1.01e-07	5.57	4.92e-05	0.85
17-11638	17	17520923	17520997	+	52.3	0.833	7.000000	9.0	1.0	9.01	1.01e-06	5.54	5.10e-05	1.09
17-7827	17	19545701	19545775	+	52.3	0.769	8.000000	9.0	1.0	9.01	1.01e-06	13.69	3.28e-08	0.95
17-4293	17	21368204	21368278	+	52.3	0.765	10.000000	9.0	1.0	9.01	1.01e-06	7.73	3.81e-06	0.95
17-7844	17	22384449	22384523	+	52.3	0.786	8.000000	9.0	0.5	18.01	3.25e-09	11.24	1.68e-07	1.09
17-18888	17	22417715	22417789	+	52.3	0.786	6.000000	9.0	1.0	9.01	1.01e-06	7.66	4.25e-05	1.16
17-4301	17	22519832	22519906	+	52.3	0.588	10.000000	9.0	1.0	9.01	1.01e-06	6.54	1.42e-05	0.85
17-7972	17	24766608	24766682	+	52.3	0.846	8.000000	9.0	0.5	18.01	3.25e-09	5.51	5.28e-05	0.95
17-11961	17	25067870	25067944	+	52.3	0.818	7.000000	9.0	1.0	9.01	1.01e-06	5.78	3.68e-05	1.09
17-12203	17	26616626	26616700	+	52.3	0.667	7.000000	9.0	1.0	9.01	1.01e-06	5.20	8.19e-05	1.09
17-12218	17	26746365	26746439	+	52.3	0.692	7.000000	9.0	1.0	9.01	1.01e-06	6.23	5.92e-05	1.12
17-19931	17	27291695	27291769	+	52.3	0.900	6.000000	9.0	1.0	9.01	1.01e-06	6.37	1.75e-05	1.27
17-6130	17	30398429	30398503	+	52.3	0.688	9.000000	9.0	0.5	18.01	3.25e-09	6.34	1.82e-05	1.09
17-8610	17	30445521	30445595	+	52.3	0.750	8.000000	9.0	0.5	18.01	3.25e-09	5.29	7.18e-05	1.09
17-8623	17	30623366	30623440	+	52.3	0.692	8.000000	9.0	1.0	9.01	1.01e-06	6.77	1.09e-05	0.95
17-6159	17	31183824	31183898	+	52.3	0.786	9.000000	9.0	1.0	9.01	1.01e-06	6.79	3.27e-05	0.84
17-8746	17	32008634	32008708	+	52.3	0.818	8.000000	9.0	1.0	9.01	1.01e-06	6.14	2.33e-05	0.95
17-21761	17	32797731	32797805	+	52.3	0.818	6.000000	9.0	1.0	9.01	1.01e-06	6.14	2.33e-05	1.27
17-8799	17	32809383	32809457	+	52.3	0.526	8.000000	9.0	0.5	18.01	3.25e-09	5.25	7.67e-05	0.95
17-6326	17	34216014	34216088	+	52.3	0.833	9.000000	9.0	1.0	9.01	1.01e-06	5.64	4.42e-05	0.85
17-8905	17	34250729	34250803	+	52.3	0.818	8.000000	9.0	0.5	18.01	3.25e-09	6.81	1.04e-05	0.95
17-8906	17	34252889	34252963	+	52.3	0.625	8.000000	9.0	1.0	9.01	1.01e-06	6.27	1.98e-05	0.95
17-9004	17	35380441	35380515	+	52.3	0.529	8.000000	9.0	1.0	9.01	1.01e-06	5.34	6.71e-05	0.95
17-9032	17	35608870	35608944	+	52.3	0.667	8.000000	9.0	1.0	9.01	1.01e-06	5.18	8.46e-05	0.95
17-4810	17	36167604	36167678	+	52.3	0.619	10.000000	9.0	1.0	9.01	1.01e-06	6.51	1.48e-05	0.85
17-9163	17	37907029	37907103	+	52.3	0.786	8.000000	9.0	1.0	9.01	1.01e-06	12.54	6.81e-08	1.09
17-39389	17	38315397	38315471	+	52.3	0.900	5.000000	9.0	1.0	9.01	1.01e-06	14.70	1.80e-08	1.53
17-9167	17	39107285	39107359	+	52.3	0.474	8.000000	9.0	1.0	9.01	1.01e-06	13.38	3.96e-08	0.95
17-22811	17	39129341	39129415	+	52.3	0.750	6.000000	9.0	0.5	18.01	3.25e-09	14.89	1.62e-08	1.27
17-4833	17	40794165	40794239	+	52.3	0.960	10.000000	9.0	1.0	9.01	1.01e-06	10.73	2.45e-07	0.85
17-22858	17	41070822	41070896	+	52.3	0.643	6.000000	9.0	1.0	9.01	1.01e-06	9.23	8.26e-07	1.27
17-22861	17	41195924	41195998	+	52.3	0.833	6.000000	9.0	0.5	18.01	3.25e-09	5.07	9.93e-05	1.27
17-4838	17	41239432	41239506	+	52.3	0.706	10.000000	9.0	0.5	18.01	3.25e-09	8.16	2.49e-06	0.85
17-9178	17	42501226	42501300	+	52.3	0.900	8.000000	9.0	0.5	18.01	3.25e-09	8.16	2.49e-06	0.95
17-9179	17	42601922	42601996	+	52.3	0.692	8.000000	9.0	1.0	9.01	1.01e-06	7.68	4.01e-06	0.95
17-22905	17	42692380	42692454	+	52.3	0.733	6.000000	9.0	0.5	18.01	3.25e-09	5.90	3.17e-05	1.27
17-6507	17	43197173	43197247	+	52.3	0.714	9.000000	10.0	2.0	5.00	4.63e-05	6.17	2.23e-05	0.95
17-6517	17	43639562	43639636	+	52.3	0.706	9.000000	9.0	1.0	9.01	1.01e-06	5.90	3.17e-05	0.95
17-6519	17	43706945	43707019	+	52.3	0.800	9.000000	9.0	0.5	18.01	3.25e-09	5.49	5.46e-05	0.95
17-6525	17	43925729	43925803	+	52.3	0.526	9.000000	9.0	1.0	9.01	1.01e-06	5.84	3.42e-05	0.85
17-14163	17	44622468	44622542	+	52.3	0.643	7.000000	9.0	0.5	18.01	3.25e-09	5.93	3.05e-05	1.09
17-9253	17	44979855	44979929	+	52.3	0.667	8.000000	9.0	0.5	18.01	3.25e-09	8.39	1.99e-06	0.95
17-40382	17	45033764	45033838	+	52.3	0.750	5.000000	9.0	0.5	18.01	3.25e-09	7.35	5.69e-06	1.53
17-6535	17	45102725	45102799	+	52.3	0.846	9.000000	9.0	1.0	9.01	1.01e-06	13.38	3.96e-08	0.95
17-6603	17	46362976	46363050	+	52.3	0.524	9.000000	10.0	1.0	10.01	1.01e-07	6.58	1.36e-05	0.95
17-6604	17	46370448	46370522	+	52.3	0.667	9.000000	9.0	0.5	18.01	3.25e-09	7.94	3.09e-06	0.95
17-9500	17	47069813	47069887	+	52.3	0.750	8.000000	9.0	0.5	18.01	3.25e-09	6.40	1.68e-05	0.95
17-14810	17	48317557	48317631	+	52.3	0.750	7.000000	9.0	1.0	9.01	1.01e-06	6.27	1.98e-05	1.09
17-6774	17	48999704	48999778	+	52.3	0.625	9.000000	9.0	1.0	9.01	1.01e-06	5.20	8.19e-05	0.95
17-14909	17	49457378	49457452	+	52.3	0.714	7.000000	9.0	0.5	18.01	3.25e-09	6.20	2.15e-05	1.09
17-6778	17	49600341	49600415	+	52.3	0.667	9.000000	9.0	0.5	18.01	3.25e-09	7.40	5.42e-06	0.95
17-6782	17	49855808	49855882	+	52.3	0.786	9.000000	9.0	1.0	9.01	1.01e-06	6.69	1.19e-05	0.95
17-14938	17	50070203	50070277	+	52.3	0.692	7.000000	9.0	1.0	9.01	1.01e-06	7.22	6.58e-06	1.09
17-6790	17	50085900	50085974	+	52.3	0.917	9.000000	9.0	0.5	18.01	3.25e-09	7.22	6.58e-06	0.95
17-6791	17	50238274	50238348	+	52.3	0.588	9.000000	9.0	1.0	9.01	1.01e-06	5.81	3.55e-05	0.95
17-9684	17	50442280	50442354	+	52.3	0.812	8.000000	9.0	1.0	9.01	1.01e-06	6.54	1.42e-05	1.09
17-6795	17	50525092	50525166	+	52.3	0.733	9.000000	9.0	1.0	9.01	1.01e-06	6.65	1.25e-05	0.85
17-5043	17	51262823	51262897	+	52.3	0.619	10.000000	9.0	0.5	18.01	3.25e-09	6.30	5.46e-05	0.84
17-9701	17	51957134	51957208	+	52.3	0.750	8.000000	9.0	1.0	9.01	1.01e-06	11.03	1.96e-07	0.95
17-6800	17	52182825	52182899	+	52.3	0.714	9.000000	10.0	0.5	20.01	1.62e-10	8.45	1.88e-06	0.95
17-9710	17	52868872	52868946	+	52.3	0.909	8.000000	9.0	1.0	9.01	1.01e-06	10.54	2.83e-07	1.09
